date,time,x,y,altitude
6/6/2014,10:36:34,-75.171841,39.965872,-8.61
6/6/2014,10:36:35,-75.171841,39.965874,-8.16
6/6/2014,10:36:36,-75.171839,39.965877,-7.77
6/6/2014,10:36:37,-75.171837,39.965878,-7.65
6/6/2014,10:36:38,-75.171835,39.965878,-7.1
6/6/2014,10:36:39,-75.171833,39.965878,-6.94
6/6/2014,10:36:40,-75.171833,39.965878,-6.79
6/6/2014,10:36:41,-75.171832,39.965877,-6.66
6/6/2014,10:36:42,-75.171831,39.965877,-6.43
6/6/2014,10:36:43,-75.171831,39.965877,-6.32
6/6/2014,10:36:44,-75.17183,39.965876,-6.15
6/6/2014,10:36:45,-75.171832,39.965875,-5.84
6/6/2014,10:36:46,-75.171833,39.965876,-5.76
6/6/2014,10:36:47,-75.171833,39.965876,-5.65
6/6/2014,10:36:48,-75.171833,39.965876,-5.52
6/6/2014,10:36:49,-75.171834,39.965875,-5.39
6/6/2014,10:36:50,-75.171834,39.965876,-5.32
6/6/2014,10:36:51,-75.171833,39.965876,-5.44
6/6/2014,10:36:52,-75.171832,39.965876,-5.51
6/6/2014,10:36:53,-75.171833,39.965875,-5.4
6/6/2014,10:36:54,-75.171833,39.965875,-5.39
6/6/2014,10:36:55,-75.171834,39.965875,-5.26
6/6/2014,10:36:58,-75.171836,39.965874,-5.16
6/6/2014,10:36:59,-75.171837,39.965874,-4.99
6/6/2014,10:37:00,-75.171838,39.965874,-4.95
6/6/2014,10:37:01,-75.17184,39.965877,-5.43
6/6/2014,10:37:02,-75.171845,39.965878,-5.69
6/6/2014,10:37:03,-75.171845,39.965878,-5.69
6/6/2014,10:37:04,-75.171845,39.965878,-5.69
6/6/2014,10:37:05,-75.171845,39.965877,-5.68
6/6/2014,10:37:06,-75.171845,39.965877,-5.68
6/6/2014,10:37:07,-75.171845,39.965877,-5.66
6/6/2014,10:37:08,-75.171845,39.965877,-5.65
6/6/2014,10:37:09,-75.171845,39.965877,-5.64
6/6/2014,10:37:10,-75.171845,39.965877,-5.64
6/6/2014,10:37:11,-75.171845,39.965877,-5.64
6/6/2014,10:37:12,-75.171845,39.965877,-5.64
6/6/2014,10:37:13,-75.171845,39.965877,-5.63
6/6/2014,10:37:14,-75.171845,39.965877,-5.63
6/6/2014,10:37:15,-75.171845,39.965877,-5.63
6/6/2014,10:37:16,-75.171845,39.965877,-5.63
6/6/2014,10:37:17,-75.171845,39.965877,-5.62
6/6/2014,10:37:18,-75.171845,39.965877,-5.62
6/6/2014,10:37:19,-75.171845,39.965877,-5.61
6/6/2014,10:37:20,-75.171845,39.965877,-5.6
6/6/2014,10:37:21,-75.171845,39.965877,-5.59
6/6/2014,10:37:22,-75.171845,39.965877,-5.56
6/6/2014,10:37:23,-75.171845,39.965877,-5.56
6/6/2014,10:37:24,-75.171845,39.965877,-5.55
6/6/2014,10:37:25,-75.171845,39.965877,-5.54
6/6/2014,10:37:26,-75.171845,39.965876,-5.53
6/6/2014,10:37:27,-75.171845,39.965876,-5.52
6/6/2014,10:37:28,-75.171845,39.965876,-5.51
6/6/2014,10:37:29,-75.171845,39.965876,-5.49
6/6/2014,10:37:30,-75.171845,39.965876,-5.48
6/6/2014,10:37:31,-75.171845,39.965876,-5.47
6/6/2014,10:37:32,-75.171845,39.965876,-5.46
6/6/2014,10:37:33,-75.171845,39.965876,-5.45
6/6/2014,10:37:34,-75.171845,39.965876,-5.45
6/6/2014,10:37:35,-75.171846,39.965876,-5.44
6/6/2014,10:37:36,-75.171846,39.965876,-5.44
6/6/2014,10:37:37,-75.171846,39.965876,-5.42
6/6/2014,10:37:38,-75.171846,39.965875,-5.41
6/6/2014,10:37:39,-75.171846,39.965875,-5.4
6/6/2014,10:37:40,-75.171846,39.965875,-5.39
6/6/2014,10:37:41,-75.171846,39.965875,-5.38
6/6/2014,10:37:42,-75.171846,39.965875,-5.37
6/6/2014,10:37:43,-75.171846,39.965875,-5.37
6/6/2014,10:37:44,-75.171846,39.965875,-5.37
6/6/2014,10:37:45,-75.171846,39.965876,-5.37
6/6/2014,10:37:46,-75.171846,39.965876,-5.37
6/6/2014,10:37:47,-75.171846,39.965875,-5.38
6/6/2014,10:37:48,-75.171847,39.965876,-5.37
6/6/2014,10:37:49,-75.171847,39.965875,-5.37
6/6/2014,10:37:50,-75.171847,39.965875,-5.36
6/6/2014,10:37:51,-75.171847,39.965875,-5.36
6/6/2014,10:37:52,-75.171848,39.965875,-5.36
6/6/2014,10:37:53,-75.171852,39.965874,-5.32
6/6/2014,10:37:54,-75.171865,39.965883,-5.55
6/6/2014,10:37:55,-75.171885,39.965884,-5.32
6/6/2014,10:37:56,-75.17191,39.965887,-5.08
6/6/2014,10:37:57,-75.171926,39.965894,-4.16
6/6/2014,10:37:58,-75.171942,39.965894,-4.23
6/6/2014,10:37:59,-75.171962,39.965894,-4.18
6/6/2014,10:38:00,-75.17198,39.965896,-4.18
6/6/2014,10:38:01,-75.172001,39.965898,-4.28
6/6/2014,10:38:02,-75.172024,39.965905,-4.43
6/6/2014,10:38:03,-75.172045,39.965905,-4.35
6/6/2014,10:38:04,-75.172062,39.965907,-4.39
6/6/2014,10:38:05,-75.172081,39.965907,-4.39
6/6/2014,10:38:06,-75.172101,39.965909,-4.37
6/6/2014,10:38:07,-75.172118,39.965923,-3.61
6/6/2014,10:38:08,-75.172137,39.965931,-3.69
6/6/2014,10:38:09,-75.172152,39.965935,-3.61
6/6/2014,10:38:10,-75.172168,39.965949,-3.86
6/6/2014,10:38:11,-75.172186,39.965959,-4.03
6/6/2014,10:38:12,-75.172199,39.965964,-4.19
6/6/2014,10:38:13,-75.172216,39.965963,-3.98
6/6/2014,10:38:14,-75.172227,39.965962,-3.79
6/6/2014,10:38:15,-75.172236,39.965961,-3.77
6/6/2014,10:38:16,-75.172245,39.965954,-3.6
6/6/2014,10:38:17,-75.172242,39.965953,-3.76
6/6/2014,10:38:18,-75.172242,39.965952,-3.76
6/6/2014,10:38:19,-75.172242,39.965953,-3.77
6/6/2014,10:38:20,-75.172239,39.965953,-3.78
6/6/2014,10:38:21,-75.172236,39.965951,-3.78
6/6/2014,10:38:22,-75.172234,39.96595,-3.79
6/6/2014,10:38:23,-75.172236,39.96595,-3.8
6/6/2014,10:38:24,-75.172236,39.965951,-3.8
6/6/2014,10:38:25,-75.172237,39.965951,-3.79
6/6/2014,10:38:26,-75.172237,39.96595,-3.79
6/6/2014,10:38:27,-75.172237,39.96595,-3.78
6/6/2014,10:38:28,-75.172237,39.96595,-3.79
6/6/2014,10:38:29,-75.172238,39.965949,-3.79
6/6/2014,10:38:30,-75.172239,39.965949,-3.78
6/6/2014,10:38:31,-75.172239,39.965949,-3.77
6/6/2014,10:38:32,-75.172239,39.965949,-3.76
6/6/2014,10:38:33,-75.172239,39.965949,-3.76
6/6/2014,10:38:34,-75.172239,39.965949,-3.76
6/6/2014,10:38:35,-75.172239,39.965949,-3.76
6/6/2014,10:38:36,-75.172239,39.965949,-3.76
6/6/2014,10:38:37,-75.172239,39.965949,-3.76
6/6/2014,10:38:38,-75.172239,39.965949,-3.76
6/6/2014,10:38:39,-75.172239,39.965949,-3.76
6/6/2014,10:38:40,-75.172239,39.965949,-3.76
6/6/2014,10:38:41,-75.172239,39.965949,-3.76
6/6/2014,10:38:42,-75.172239,39.965949,-3.76
6/6/2014,10:38:43,-75.172239,39.965949,-3.76
6/6/2014,10:38:44,-75.172239,39.965949,-3.76
6/6/2014,10:38:45,-75.172239,39.965949,-3.76
6/6/2014,10:38:46,-75.172239,39.965949,-3.76
6/6/2014,10:38:47,-75.172239,39.965949,-3.76
6/6/2014,10:38:48,-75.172239,39.965949,-3.76
